sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Direct Object,Indirect Object,"""Of"" Object",Mark,Subject,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb
"<p> General music teachers -- during your group singing activities , do you really know which children are singing in tune and which ones are fumbling around in the limbo of half speaking/half droning ?","<p>/JJ General/NNP music/NN teachers/NNS --/: during/IN your/PRP$ group/NN singing/NN activities/NNS ,/, do/VBP you/PRP really/RB know/VB which/WDT children/NNS are/VBP singing/VBG in/IN tune/NN and/CC which/WDT ones/NNS are/VBP fumbling/VBG around/RP in/IN the/DT limbo/NN of/IN half/DT speaking/half/NN droning/NN ?/.","amod(teachers-4, <p>-1) compound(teachers-4, General-2) compound(teachers-4, music-3) nmod:during(know-15, teachers-4) case(teachers-4, during-6) nmod:poss(activities-10, your-7) compound(activities-10, group-8) compound(activities-10, singing-9) dep(teachers-4, activities-10) aux(know-15, do-12) nsubj(know-15, you-13) advmod(know-15, really-14) root(ROOT-0, know-15) dobj(singing-19, which-16) nsubj(singing-19, children-17) aux(singing-19, are-18) dep(know-15, singing-19) case(tune-21, in-20) nmod:in(singing-19, tune-21) cc(singing-19, and-22) dobj(fumbling-26, which-23) nsubj(fumbling-26, ones-24) aux(fumbling-26, are-25) dep(know-15, fumbling-26) conj:and(singing-19, fumbling-26) compound:prt(fumbling-26, around-27) case(limbo-30, in-28) det(limbo-30, the-29) nmod:in(fumbling-26, limbo-30) case(droning-34, of-31) det(droning-34, half-32) compound(droning-34, speaking/half-33) nmod:of(limbo-30, droning-34)  ",singing,19,"dobj(singing-19, which-16) nsubj(singing-19, children-17) aux(singing-19, are-18) nmod:in(singing-19, tune-21) cc(singing-19, and-22) conj:and(singing-19, fumbling-26) dep(know-15, singing-19) ",really know which children are singing in tune and which ones,VBG,[],,,,,['which'],[],[],[],['children'],"[('in', 'tune')]",['in'],[],['tune'],[],"[('and', 'fumbling')]",[],[],[],[],[],[],[],[],,,,
"and the child singing back "" My name is Kelly . """,and/CC the/DT child/NN singing/VBG back/RP ''/'' My/PRP$ name/NN is/VBZ Kelly/NNP ./. ''/'',"cc(Kelly-10, and-1) det(child-3, the-2) nsubj(Kelly-10, child-3) acl(child-3, singing-4) compound:prt(singing-4, back-5) nmod:poss(name-8, My-7) dobj(singing-4, name-8) cop(Kelly-10, is-9) root(ROOT-0, Kelly-10)  ",singing,4,"compound:prt(singing-4, back-5) dobj(singing-4, name-8) acl(child-3, singing-4) ","and the child singing back "" My name is",VBG,[],,,,,['name'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
( 7 ) Have the students cover one ear while singing .,-LRB-/-LRB- 7/CD -RRB-/-RRB- Have/VBP the/DT students/NNS cover/VB one/CD ear/NN while/NN singing/NN ./.,"nsubj(Have-4, 7-2) root(ROOT-0, Have-4) det(students-6, the-5) nsubj(cover-7, students-6) ccomp(Have-4, cover-7) nummod(singing-11, one-8) compound(singing-11, ear-9) compound(singing-11, while-10) dobj(cover-7, singing-11)  ",singing,11,"nummod(singing-11, one-8) compound(singing-11, ear-9) compound(singing-11, while-10) dobj(cover-7, singing-11) ",students cover one ear while singing .,NN,[],cover,VB,object,[],[],[],[],[],[],[],[],[],[],[],[],"['ear', 'while']",[],[],[],['one'],[],[],[],one,unit,singular,ambiguous
"( 9 ) Provide feedback , first from the student ( have him or her describe the sensation experienced when singing different pitches ) , then from you , the teacher ( positive reinforcement ) .","-LRB-/-LRB- 9/CD -RRB-/-RRB- Provide/VBD feedback/NN ,/, first/RB from/IN the/DT student/NN -LRB-/-LRB- have/VB him/PRP or/CC her/PRP describe/VB the/DT sensation/NN experienced/VBD when/WRB singing/VBG different/JJ pitches/NNS -RRB-/-RRB- ,/, then/RB from/IN you/PRP ,/, the/DT teacher/NN -LRB-/-LRB- positive/JJ reinforcement/NN -RRB-/-RRB- ./.","nsubj(Provide-4, 9-2) root(ROOT-0, Provide-4) dobj(Provide-4, feedback-5) dep(Provide-4, first-7) case(student-10, from-8) det(student-10, the-9) nmod:from(first-7, student-10) dep(student-10, have-12) nsubj(describe-16, him-13) cc(him-13, or-14) conj:or(him-13, her-15) nsubj(describe-16, her-15) ccomp(have-12, describe-16) det(sensation-18, the-17) nsubj(experienced-19, sensation-18) ccomp(describe-16, experienced-19) advmod(singing-21, when-20) advcl(experienced-19, singing-21) amod(pitches-23, different-22) dobj(singing-21, pitches-23) advmod(you-28, then-26) case(you-28, from-27) nmod:from(first-7, you-28) det(teacher-31, the-30) dobj(Provide-4, teacher-31) amod(reinforcement-34, positive-33) appos(teacher-31, reinforcement-34)  ",singing,21,"advmod(singing-21, when-20) dobj(singing-21, pitches-23) advcl(experienced-19, singing-21) ","describe the sensation experienced when singing different pitches ) , then",VBG,[],,,,,['pitches'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['when'],[],,,,
"A gentle pulsing or stimulation to the abdominal region will often help students to feel the desired air pressure as it becomes "" energized "" for singing .",A/DT gentle/JJ pulsing/NN or/CC stimulation/NN to/TO the/DT abdominal/JJ region/NN will/MD often/RB help/VB students/NNS to/TO feel/VB the/DT desired/VBN air/NN pressure/NN as/IN it/PRP becomes/VBZ ''/'' energized/RB ''/'' for/IN singing/NN ./.,"det(pulsing-3, A-1) amod(pulsing-3, gentle-2) nsubj(help-12, pulsing-3) cc(pulsing-3, or-4) conj:or(pulsing-3, stimulation-5) nsubj(help-12, stimulation-5) case(region-9, to-6) det(region-9, the-7) amod(region-9, abdominal-8) nmod:to(pulsing-3, region-9) aux(help-12, will-10) advmod(help-12, often-11) root(ROOT-0, help-12) dobj(help-12, students-13) nsubj(feel-15, students-13) mark(feel-15, to-14) xcomp(help-12, feel-15) det(pressure-19, the-16) amod(pressure-19, desired-17) compound(pressure-19, air-18) dobj(feel-15, pressure-19) mark(becomes-22, as-20) nsubj(becomes-22, it-21) advcl(help-12, becomes-22) advmod(help-12, energized-24) case(singing-27, for-26) nmod:for(help-12, singing-27)  ",singing,27,"case(singing-27, for-26) nmod:for(help-12, singing-27) ","becomes "" energized "" for singing .",NN,[],,,,,[],[],[],[],[],"[('for', 'help')]",['for'],['help'],[],[],[],[],[],[],[],[],['for'],[],[],,,singular,
"For example , the first achievement standard in Content Standard 1 ( for fourthgrade students ) says that students should be able to sing accurately and with good breath control throughout their singing ranges , alone and in small and large ensembles .","For/IN example/NN ,/, the/DT first/JJ achievement/NN standard/NN in/IN Content/NNP Standard/NNP 1/CD -LRB-/-LRB- for/IN fourthgrade/JJ students/NNS -RRB-/-RRB- says/VBZ that/IN students/NNS should/MD be/VB able/JJ to/TO sing/VB accurately/RB and/CC with/IN good/JJ breath/NN control/NN throughout/IN their/PRP$ singing/NN ranges/NNS ,/, alone/RB and/CC in/IN small/JJ and/CC large/JJ ensembles/NNS ./.","case(example-2, For-1) nmod:for(says-17, example-2) det(standard-7, the-4) amod(standard-7, first-5) compound(standard-7, achievement-6) nsubj(says-17, standard-7) case(Standard-10, in-8) compound(Standard-10, Content-9) nmod:in(standard-7, Standard-10) nummod(Standard-10, 1-11) case(students-15, for-13) amod(students-15, fourthgrade-14) dep(says-17, students-15) root(ROOT-0, says-17) mark(able-22, that-18) nsubj(able-22, students-19) nsubj(sing-24, students-19) aux(able-22, should-20) cop(able-22, be-21) ccomp(says-17, able-22) mark(sing-24, to-23) xcomp(able-22, sing-24) advmod(sing-24, accurately-25) cc(says-17, and-26) case(control-30, with-27) amod(control-30, good-28) compound(control-30, breath-29) conj:and(says-17, control-30) case(ranges-34, throughout-31) nmod:poss(ranges-34, their-32) compound(ranges-34, singing-33) nmod:throughout(alone-36, ranges-34) nmod(control-30, alone-36) cc(alone-36, and-37) case(ensembles-42, in-38) amod(ensembles-42, small-39) cc(small-39, and-40) conj:and(small-39, large-41) amod(ensembles-42, large-41) nmod(control-30, ensembles-42) conj:and(alone-36, ensembles-42)  ",singing,33,"compound(ranges-34, singing-33) ","good breath control throughout their singing ranges , alone and in",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['ranges'],[],[],[],[],[],[],[],,,singular,
"If we break this into two parts , the standard is as follows : students should be able to sing accurately and with good breath control throughout their singing ranges ( assessment dimensions ) and students should be able to sing alone and in small and large ensembles ( task construction ) .","If/IN we/PRP break/VBP this/DT into/IN two/CD parts/NNS ,/, the/DT standard/NN is/VBZ as/IN follows/VBZ :/: students/NNS should/MD be/VB able/JJ to/TO sing/VB accurately/RB and/CC with/IN good/JJ breath/NN control/NN throughout/IN their/PRP$ singing/NN ranges/NNS -LRB-/-LRB- assessment/NN dimensions/NNS -RRB-/-RRB- and/CC students/NNS should/MD be/VB able/JJ to/TO sing/VB alone/RB and/CC in/IN small/JJ and/CC large/JJ ensembles/NNS -LRB-/-LRB- task/NN construction/NN -RRB-/-RRB- ./.","mark(break-3, If-1) nsubj(break-3, we-2) advcl(follows-13, break-3) dobj(break-3, this-4) case(parts-7, into-5) nummod(parts-7, two-6) nmod:into(break-3, parts-7) det(standard-10, the-9) nsubj(follows-13, standard-10) cop(follows-13, is-11) mark(follows-13, as-12) root(ROOT-0, follows-13) nsubj(able-18, students-15) nsubj(sing-20, students-15) aux(able-18, should-16) cop(able-18, be-17) parataxis(follows-13, able-18) mark(sing-20, to-19) xcomp(able-18, sing-20) advmod(and-22, accurately-21) advmod(ranges-30, and-22) case(control-26, with-23) amod(control-26, good-24) compound(control-26, breath-25) conj(and-22, control-26) case(singing-29, throughout-27) nmod:poss(singing-29, their-28) nmod:throughout(control-26, singing-29) dobj(sing-20, ranges-30) compound(dimensions-33, assessment-32) appos(ranges-30, dimensions-33) cc(able-18, and-35) nsubj(able-39, students-36) nsubj(sing-41, students-36) aux(able-39, should-37) cop(able-39, be-38) parataxis(follows-13, able-39) conj:and(able-18, able-39) mark(sing-41, to-40) xcomp(able-39, sing-41) advmod(sing-41, alone-42) cc(follows-13, and-43) case(ensembles-48, in-44) amod(ensembles-48, small-45) cc(small-45, and-46) conj:and(small-45, large-47) amod(ensembles-48, large-47) conj:and(follows-13, ensembles-48) compound(construction-51, task-50) appos(ensembles-48, construction-51)  ",singing,29,"case(singing-29, throughout-27) nmod:poss(singing-29, their-28) nmod:throughout(control-26, singing-29) ",good breath control throughout their singing ranges ( assessment dimensions ),NN,[],,,,,[],[],[],[],[],"[('throughout', 'control')]",['throughout'],['control'],[],[],[],[],[],[],['their'],[],['throughout'],[],[],,,singular,
"For example , is singing from memory an assessment dimension or is it part of a task you ask students to do ?","For/IN example/NN ,/, is/VBZ singing/VBG from/IN memory/NN an/DT assessment/NN dimension/NN or/CC is/VBZ it/PRP part/NN of/IN a/DT task/NN you/PRP ask/VB students/NNS to/TO do/VB ?/.","case(example-2, For-1) nmod:for(singing-5, example-2) aux(singing-5, is-4) root(ROOT-0, singing-5) case(part-14, from-6) compound(part-14, memory-7) det(dimension-10, an-8) compound(dimension-10, assessment-9) compound(part-14, dimension-10) cc(dimension-10, or-11) cop(it-13, is-12) conj:or(dimension-10, it-13) compound(part-14, it-13) nmod:from(singing-5, part-14) case(task-17, of-15) det(task-17, a-16) nmod:of(part-14, task-17) nsubj(singing-5, you-18) dep(singing-5, ask-19) dobj(ask-19, students-20) nsubj(do-22, students-20) mark(do-22, to-21) xcomp(ask-19, do-22)  ",singing,5,"nmod:for(singing-5, example-2) aux(singing-5, is-4) nmod:from(singing-5, part-14) nsubj(singing-5, you-18) dep(singing-5, ask-19) root(ROOT-0, singing-5) ","For example , is singing from memory an assessment dimension",VBG,[],,,,,[],[],[],[],['you'],"[('for', 'example'), ('from', 'part')]","['for', 'from']",[],"['example', 'part']",[],[],[],[],[],[],[],[],[],[],,,,
"They use images that include the concept of "" frog "" music ( accomplished by hopping and rolling the ball on the piano ) and that of a robot singing in the shower ( realized with the child 's voice through the microphone ) .",They/PRP use/VBP images/NNS that/WDT include/VBP the/DT concept/NN of/IN ''/'' frog/NN ''/'' music/NN -LRB-/-LRB- accomplished/VBN by/IN hopping/VBG and/CC rolling/VBG the/DT ball/NN on/IN the/DT piano/NN -RRB-/-RRB- and/CC that/DT of/IN a/DT robot/NN singing/NN in/IN the/DT shower/NN -LRB-/-LRB- realized/VBN with/IN the/DT child/NN 's/POS voice/NN through/IN the/DT microphone/NN -RRB-/-RRB- ./.,"nsubj(use-2, They-1) root(ROOT-0, use-2) dobj(use-2, images-3) nsubj(include-5, images-3) ref(images-3, that-4) acl:relcl(images-3, include-5) det(concept-7, the-6) dobj(include-5, concept-7) case(music-12, of-8) compound(music-12, frog-10) nmod:of(concept-7, music-12) dep(images-3, accomplished-14) mark(hopping-16, by-15) advcl(accomplished-14, hopping-16) cc(hopping-16, and-17) advcl(accomplished-14, rolling-18) conj:and(hopping-16, rolling-18) det(ball-20, the-19) dobj(hopping-16, ball-20) case(piano-23, on-21) det(piano-23, the-22) nmod:on(hopping-16, piano-23) cc(images-3, and-25) dobj(use-2, that-26) conj:and(images-3, that-26) nsubj(include-5, that-26) case(singing-30, of-27) det(singing-30, a-28) compound(singing-30, robot-29) nmod:of(that-26, singing-30) case(shower-33, in-31) det(shower-33, the-32) nmod:in(singing-30, shower-33) dep(that-26, realized-35) case(voice-40, with-36) det(child-38, the-37) nmod:poss(voice-40, child-38) case(child-38, 's-39) nmod:with(realized-35, voice-40) case(microphone-43, through-41) det(microphone-43, the-42) nmod:through(realized-35, microphone-43)  ",singing,30,"case(singing-30, of-27) det(singing-30, a-28) compound(singing-30, robot-29) nmod:in(singing-30, shower-33) nmod:of(that-26, singing-30) ",and that of a robot singing in the shower ( realized,NN,[],,,,,[],[],[],[],[],"[('in', 'shower'), ('of', 'that')]","['in', 'of']",['that'],['shower'],['a'],[],['robot'],[],[],[],[],['of'],[],[],a,unit,singular,
"Opportunities for personal experiences in listening , speech , free and rhythmic movements , singing and vocal experimentation , instrumental playing , spontaneous improvisations , and student creations are abundant within group activities .","Opportunities/NNPS for/IN personal/JJ experiences/NNS in/IN listening/NN ,/, speech/NN ,/, free/JJ and/CC rhythmic/JJ movements/NNS ,/, singing/NN and/CC vocal/JJ experimentation/NN ,/, instrumental/JJ playing/NN ,/, spontaneous/JJ improvisations/NNS ,/, and/CC student/NN creations/NNS are/VBP abundant/JJ within/IN group/NN activities/NNS ./.","nsubj(abundant-30, Opportunities-1) case(experiences-4, for-2) amod(experiences-4, personal-3) nmod:for(Opportunities-1, experiences-4) case(listening-6, in-5) nmod:in(experiences-4, listening-6) nmod:in(experiences-4, speech-8) conj:and(listening-6, speech-8) amod(movements-13, free-10) cc(free-10, and-11) conj:and(free-10, rhythmic-12) amod(movements-13, rhythmic-12) nmod:in(experiences-4, movements-13) conj:and(listening-6, movements-13) compound(experimentation-18, singing-15) cc(singing-15, and-16) conj:and(singing-15, vocal-17) compound(experimentation-18, vocal-17) nmod:in(experiences-4, experimentation-18) conj:and(listening-6, experimentation-18) amod(playing-21, instrumental-20) nmod:in(experiences-4, playing-21) conj:and(listening-6, playing-21) amod(improvisations-24, spontaneous-23) nmod:in(experiences-4, improvisations-24) conj:and(listening-6, improvisations-24) cc(listening-6, and-26) compound(creations-28, student-27) nmod:in(experiences-4, creations-28) conj:and(listening-6, creations-28) cop(abundant-30, are-29) root(ROOT-0, abundant-30) case(activities-33, within-31) compound(activities-33, group-32) nmod:within(abundant-30, activities-33)  ",singing,15,"cc(singing-15, and-16) conj:and(singing-15, vocal-17) compound(experimentation-18, singing-15) ","free and rhythmic movements , singing and vocal experimentation , instrumental",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],"[('and', 'vocal')]",['experimentation'],[],[],[],[],[],[],[],,,singular,
"He or she is encouraged to participate in performance as soon and in any way possible : singing , tapping a rhythm pattern on the back of the teacher 's instrument , and playing ostinato patterns .","He/PRP or/CC she/PRP is/VBZ encouraged/VBN to/TO participate/VB in/IN performance/NN as/RB soon/RB and/CC in/IN any/DT way/NN possible/JJ :/: singing/VBG ,/, tapping/VBG a/DT rhythm/NN pattern/NN on/IN the/DT back/NN of/IN the/DT teacher/NN 's/POS instrument/NN ,/, and/CC playing/VBG ostinato/NN patterns/NNS ./.","nsubjpass(encouraged-5, He-1) nsubj(participate-7, He-1) cc(He-1, or-2) conj:or(He-1, she-3) nsubjpass(encouraged-5, she-3) nsubj(participate-7, she-3) auxpass(encouraged-5, is-4) root(ROOT-0, encouraged-5) mark(participate-7, to-6) xcomp(encouraged-5, participate-7) case(performance-9, in-8) nmod:in(participate-7, performance-9) advmod(soon-11, as-10) advmod(and-12, soon-11) advmod(participate-7, and-12) case(possible-16, in-13) det(way-15, any-14) nmod:npmod(possible-16, way-15) conj(and-12, possible-16) parataxis(encouraged-5, singing-18) parataxis(encouraged-5, tapping-20) conj:and(singing-18, tapping-20) det(pattern-23, a-21) compound(pattern-23, rhythm-22) dobj(tapping-20, pattern-23) case(back-26, on-24) det(back-26, the-25) nmod:on(tapping-20, back-26) case(instrument-31, of-27) det(teacher-29, the-28) nmod:poss(instrument-31, teacher-29) case(teacher-29, 's-30) nmod:of(back-26, instrument-31) cc(singing-18, and-33) parataxis(encouraged-5, playing-34) conj:and(singing-18, playing-34) compound(patterns-36, ostinato-35) dobj(playing-34, patterns-36)  ",singing,18,"conj:and(singing-18, tapping-20) cc(singing-18, and-33) conj:and(singing-18, playing-34) parataxis(encouraged-5, singing-18) ","in any way possible : singing , tapping a rhythm pattern",VBG,[],,,,,[],[],[],[],[],[],[],[],[],[],"[('and', 'tapping'), ('and', 'playing')]",[],[],[],[],[],[],[],[],,,,
